farm_id,timestamp,region,generation_mw
WND-0002,2026-08-06 20:12:44.169646,Peshawar,0.0
WND-0002,2026-08-02 17:12:44.169646,Peshawar,0.0
WND-0003,2026-08-06 19:12:44.169646,Multan,15.87
WND-0003,2026-08-03 08:12:44.169646,Multan,0.0
WND-0003,2026-08-09 17:12:44.169646,Multan,16.91
WND-0003,2026-08-10 10:12:44.169646,Multan,0.15
WND-0003,2026-08-10 04:12:44.169646,Multan,14.07
WND-0003,2026-08-05 16:12:44.169646,Multan,7.63
WND-0003,2026-08-02 13:12:44.169646,Multan,8.45
WND-0003,2026-08-04 09:12:44.169646,Multan,15.68
WND-0003,2026-08-06 22:12:44.169646,Multan,0.0
WND-0003,2026-08-03 14:12:44.169646,Multan,9.24
WND-0003,2026-08-02 15:12:44.169646,Multan,0.14
WND-0003,2026-08-05 23:12:44.169646,Multan,6.9
WND-0003,2026-08-02 16:12:44.169646,Multan,0.0
WND-0003,2026-08-07 09:12:44.169646,Multan,0.58
WND-0003,2026-08-09 09:12:44.169646,Multan,9.9
WND-0003,2026-08-02 05:12:44.169646,Multan,0.0
WND-0003,2026-08-03 23:12:44.169646,Multan,0.0
WND-0003,2026-08-02 06:12:44.169646,Multan,3.04
WND-0003,2026-08-06 20:12:44.169646,Multan,0.0
WND-0003,2026-08-02 17:12:44.169646,Multan,0.0
WND-0004,2026-08-06 19:12:44.169646,Lahore,0.33
WND-0004,2026-08-03 08:12:44.169646,Lahore,8.88
WND-0004,2026-08-09 17:12:44.169646,Lahore,0.0
WND-0004,2026-08-10 10:12:44.169646,Lahore,1.18
WND-0004,2026-08-10 04:12:44.169646,Lahore,0.0
WND-0004,2026-08-05 16:12:44.169646,Lahore,3.27
WND-0004,2026-08-02 13:12:44.169646,Lahore,4.21
WND-0004,2026-08-04 09:12:44.169646,Lahore,11.53
WND-0004,2026-08-06 22:12:44.169646,Lahore,11.78
WND-0004,2026-08-03 14:12:44.169646,Lahore,5.54
WND-0004,2026-08-02 15:12:44.169646,Lahore,14.15
WND-0004,2026-08-05 23:12:44.169646,Lahore,17.03
WND-0004,2026-08-02 16:12:44.169646,Lahore,0.0
WND-0004,2026-08-07 09:12:44.169646,Lahore,16.65
WND-0004,2026-08-09 09:12:44.169646,Lahore,13.26
WND-0004,2026-08-02 05:12:44.169646,Lahore,11.77
WND-0004,2026-08-03 23:12:44.169646,Lahore,0.0
WND-0004,2026-08-02 06:12:44.169646,Lahore,20.36
WND-0004,2026-08-06 20:12:44.169646,Lahore,0.0
WND-0004,2026-08-02 17:12:44.169646,Lahore,4.97
WND-0005,2026-08-06 19:12:44.169646,Peshawar,0.0
WND-0005,2026-08-03 08:12:44.169646,Peshawar,0.0
WND-0005,2026-08-09 17:12:44.169646,Peshawar,6.68
WND-0005,2026-08-10 10:12:44.169646,Peshawar,0.0
WND-0005,2026-08-10 04:12:44.169646,Peshawar,7.36
WND-0005,2026-08-05 16:12:44.169646,Peshawar,17.52
WND-0005,2026-08-02 13:12:44.169646,Peshawar,3.55
WND-0005,2026-08-04 09:12:44.169646,Peshawar,13.96
WND-0005,2026-08-06 22:12:44.169646,Peshawar,5.03
WND-0005,2026-08-03 14:12:44.169646,Peshawar,0.0
WND-0005,2026-08-02 15:12:44.169646,Peshawar,6.81
WND-0005,2026-08-05 23:12:44.169646,Peshawar,27.06
WND-0005,2026-08-02 16:12:44.169646,Peshawar,3.0
WND-0005,2026-08-07 09:12:44.169646,Peshawar,26.17
WND-0005,2026-08-09 09:12:44.169646,Peshawar,0.0
WND-0005,2026-08-02 05:12:44.169646,Peshawar,2.49
WND-0005,2026-08-03 23:12:44.169646,Peshawar,0.0
WND-0005,2026-08-02 06:12:44.169646,Peshawar,0.0
WND-0005,2026-08-06 20:12:44.169646,Peshawar,0.0
WND-0005,2026-08-02 17:12:44.169646,Peshawar,0.0
WND-0006,2026-08-06 19:12:44.169646,Multan,20.63
WND-0006,2026-08-03 08:12:44.169646,Multan,0.0
WND-0006,2026-08-09 17:12:44.169646,Multan,19.64
WND-0006,2026-08-10 10:12:44.169646,Multan,0.19
WND-0006,2026-08-10 04:12:44.169646,Multan,18.12
WND-0006,2026-08-05 16:12:44.169646,Multan,8.66
WND-0006,2026-08-02 13:12:44.169646,Multan,10.1
WND-0006,2026-08-04 09:12:44.169646,Multan,18.3
WND-0006,2026-08-06 22:12:44.169646,Multan,0.0
WND-0006,2026-08-03 14:12:44.169646,Multan,11.42
WND-0006,2026-08-02 15:12:44.169646,Multan,0.18
WND-0006,2026-08-05 23:12:44.169646,Multan,8.12
WND-0006,2026-08-02 16:12:44.169646,Multan,0.0
WND-0006,2026-08-07 09:12:44.169646,Multan,0.69
WND-0006,2026-08-09 09:12:44.169646,Multan,12.04
WND-0006,2026-08-02 05:12:44.169646,Multan,0.0
WND-0006,2026-08-03 23:12:44.169646,Multan,0.0
WND-0006,2026-08-02 06:12:44.169646,Multan,3.31
WND-0006,2026-08-06 20:12:44.169646,Multan,0.0
WND-0006,2026-08-02 17:12:44.169646,Multan,0.0
WND-0007,2026-08-06 19:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-03 08:12:44.169646,Rawalpindi,76.46
WND-0007,2026-08-09 17:12:44.169646,Rawalpindi,0.26
WND-0007,2026-08-10 10:12:44.169646,Rawalpindi,49.85
WND-0007,2026-08-10 04:12:44.169646,Rawalpindi,15.06
WND-0007,2026-08-05 16:12:44.169646,Rawalpindi,9.01
WND-0007,2026-08-02 13:12:44.169646,Rawalpindi,13.89
WND-0007,2026-08-04 09:12:44.169646,Rawalpindi,26.13
WND-0007,2026-08-06 22:12:44.169646,Rawalpindi,14.29
WND-0007,2026-08-03 14:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-02 15:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-05 23:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-02 16:12:44.169646,Rawalpindi,22.1
WND-0007,2026-08-07 09:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-09 09:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-02 05:12:44.169646,Rawalpindi,0.0
WND-0007,2026-08-03 23:12:44.169646,Rawalpindi,9.5
WND-0007,2026-08-02 06:12:44.169646,Rawalpindi,57.77
WND-0007,2026-08-06 20:12:44.169646,Rawalpindi,22.54
WND-0007,2026-08-02 17:12:44.169646,Rawalpindi,19.04
WND-0008,2026-08-06 19:12:44.169646,Lahore,0.21
WND-0008,2026-08-03 08:12:44.169646,Lahore,5.33
WND-0008,2026-08-09 17:12:44.169646,Lahore,0.0
WND-0008,2026-08-10 10:12:44.169646,Lahore,0.69
WND-0008,2026-08-10 04:12:44.169646,Lahore,0.0
WND-0008,2026-08-05 16:12:44.169646,Lahore,1.94
WND-0008,2026-08-02 13:12:44.169646,Lahore,2.47
WND-0008,2026-08-04 09:12:44.169646,Lahore,5.94
WND-0008,2026-08-06 22:12:44.169646,Lahore,7.11
WND-0008,2026-08-03 14:12:44.169646,Lahore,3.39
WND-0008,2026-08-02 15:12:44.169646,Lahore,8.65
WND-0008,2026-08-05 23:12:44.169646,Lahore,9.37
WND-0008,2026-08-02 16:12:44.169646,Lahore,0.0
WND-0008,2026-08-07 09:12:44.169646,Lahore,10.06
WND-0008,2026-08-09 09:12:44.169646,Lahore,7.15
WND-0008,2026-08-02 05:12:44.169646,Lahore,6.55
WND-0008,2026-08-03 23:12:44.169646,Lahore,0.0
WND-0008,2026-08-02 06:12:44.169646,Lahore,11.85
WND-0008,2026-08-06 20:12:44.169646,Lahore,0.0
WND-0008,2026-08-02 17:12:44.169646,Lahore,2.81
WND-0009,2026-08-06 19:12:44.169646,Peshawar,0.0
WND-0009,2026-08-03 08:12:44.169646,Peshawar,0.0
WND-0009,2026-08-09 17:12:44.169646,Peshawar,12.83
WND-0009,2026-08-10 10:12:44.169646,Peshawar,0.0
WND-0009,2026-08-10 04:12:44.169646,Peshawar,15.97
WND-0009,2026-08-05 16:12:44.169646,Peshawar,33.71
WND-0009,2026-08-02 13:12:44.169646,Peshawar,7.2
WND-0009,2026-08-04 09:12:44.169646,Peshawar,27.35
WND-0009,2026-08-06 22:12:44.169646,Peshawar,9.31
WND-0009,2026-08-03 14:12:44.169646,Peshawar,0.0
WND-0009,2026-08-02 15:12:44.169646,Peshawar,13.35
WND-0009,2026-08-05 23:12:44.169646,Peshawar,56.13
WND-0009,2026-08-02 16:12:44.169646,Peshawar,6.73
WND-0009,2026-08-07 09:12:44.169646,Peshawar,51.19
WND-0009,2026-08-09 09:12:44.169646,Peshawar,0.0
WND-0009,2026-08-02 05:12:44.169646,Peshawar,4.22
WND-0009,2026-08-03 23:12:44.169646,Peshawar,0.0
WND-0009,2026-08-02 06:12:44.169646,Peshawar,0.0
WND-0009,2026-08-06 20:12:44.169646,Peshawar,0.0
WND-0009,2026-08-02 17:12:44.169646,Peshawar,0.0
WND-0010,2026-08-06 19:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-03 08:12:44.169646,Faisalabad,54.84
WND-0010,2026-08-09 17:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-10 10:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-10 04:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-05 16:12:44.169646,Faisalabad,74.04
WND-0010,2026-08-02 13:12:44.169646,Faisalabad,28.6
WND-0010,2026-08-04 09:12:44.169646,Faisalabad,68.53
WND-0010,2026-08-06 22:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-03 14:12:44.169646,Faisalabad,16.52
WND-0010,2026-08-02 15:12:44.169646,Faisalabad,10.17
WND-0010,2026-08-05 23:12:44.169646,Faisalabad,51.83
WND-0010,2026-08-02 16:12:44.169646,Faisalabad,0.0
WND-0010,2026-08-07 09:12:44.169646,Faisalabad,24.68
WND-0010,2026-08-09 09:12:44.169646,Faisalabad,7.22
WND-0010,2026-08-02 05:12:44.169646,Faisalabad,32.24
WND-0010,2026-08-03 23:12:44.169646,Faisalabad,3.22
WND-0010,2026-08-02 06:12:44.169646,Faisalabad,28.58
WND-0010,2026-08-06 20:12:44.169646,Faisalabad,48.85
WND-0010,2026-08-02 17:12:44.169646,Faisalabad,32.48
WND-0011,2026-08-06 19:12:44.169646,Islamabad,0.0
WND-0011,2026-08-03 08:12:44.169646,Islamabad,0.0
WND-0011,2026-08-09 17:12:44.169646,Islamabad,0.0
WND-0011,2026-08-10 10:12:44.169646,Islamabad,0.0
WND-0011,2026-08-10 04:12:44.169646,Islamabad,38.96
WND-0011,2026-08-05 16:12:44.169646,Islamabad,1.88
WND-0011,2026-08-02 13:12:44.169646,Islamabad,20.97
WND-0011,2026-08-04 09:12:44.169646,Islamabad,0.0
WND-0011,2026-08-06 22:12:44.169646,Islamabad,0.0
WND-0011,2026-08-03 14:12:44.169646,Islamabad,0.0
WND-0011,2026-08-02 15:12:44.169646,Islamabad,18.45
WND-0011,2026-08-05 23:12:44.169646,Islamabad,6.99
WND-0011,2026-08-02 16:12:44.169646,Islamabad,0.0
WND-0011,2026-08-07 09:12:44.169646,Islamabad,0.0
WND-0011,2026-08-09 09:12:44.169646,Islamabad,70.0
WND-0011,2026-08-02 05:12:44.169646,Islamabad,38.14
WND-0011,2026-08-03 23:12:44.169646,Islamabad,3.44
WND-0011,2026-08-02 06:12:44.169646,Islamabad,16.61
WND-0011,2026-08-06 20:12:44.169646,Islamabad,0.0
WND-0011,2026-08-02 17:12:44.169646,Islamabad,11.89
WND-0012,2026-08-06 19:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-03 08:12:44.169646,Rawalpindi,76.09
WND-0012,2026-08-09 17:12:44.169646,Rawalpindi,0.27
WND-0012,2026-08-10 10:12:44.169646,Rawalpindi,51.47
WND-0012,2026-08-10 04:12:44.169646,Rawalpindi,13.91
WND-0012,2026-08-05 16:12:44.169646,Rawalpindi,8.21
WND-0012,2026-08-02 13:12:44.169646,Rawalpindi,11.63
WND-0012,2026-08-04 09:12:44.169646,Rawalpindi,23.65
WND-0012,2026-08-06 22:12:44.169646,Rawalpindi,12.11
WND-0012,2026-08-03 14:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-02 15:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-05 23:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-02 16:12:44.169646,Rawalpindi,22.69
WND-0012,2026-08-07 09:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-09 09:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-02 05:12:44.169646,Rawalpindi,0.0
WND-0012,2026-08-03 23:12:44.169646,Rawalpindi,8.33
WND-0012,2026-08-02 06:12:44.169646,Rawalpindi,50.35
WND-0012,2026-08-06 20:12:44.169646,Rawalpindi,18.77
WND-0012,2026-08-02 17:12:44.169646,Rawalpindi,16.95
WND-0013,2026-08-06 19:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-03 08:12:44.169646,Rawalpindi,51.04
WND-0013,2026-08-09 17:12:44.169646,Rawalpindi,0.15
WND-0013,2026-08-10 10:12:44.169646,Rawalpindi,30.19
WND-0013,2026-08-10 04:12:44.169646,Rawalpindi,8.74
WND-0013,2026-08-05 16:12:44.169646,Rawalpindi,5.47
WND-0013,2026-08-02 13:12:44.169646,Rawalpindi,7.52
WND-0013,2026-08-04 09:12:44.169646,Rawalpindi,14.76
WND-0013,2026-08-06 22:12:44.169646,Rawalpindi,7.89
WND-0013,2026-08-03 14:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-02 15:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-05 23:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-02 16:12:44.169646,Rawalpindi,14.19
WND-0013,2026-08-07 09:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-09 09:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-02 05:12:44.169646,Rawalpindi,0.0
WND-0013,2026-08-03 23:12:44.169646,Rawalpindi,5.6
WND-0013,2026-08-02 06:12:44.169646,Rawalpindi,34.01
WND-0013,2026-08-06 20:12:44.169646,Rawalpindi,12.81
WND-0013,2026-08-02 17:12:44.169646,Rawalpindi,11.19
WND-0014,2026-08-06 19:12:44.169646,Multan,44.98
WND-0014,2026-08-03 08:12:44.169646,Multan,0.0
WND-0014,2026-08-09 17:12:44.169646,Multan,41.63
WND-0014,2026-08-10 10:12:44.169646,Multan,0.39
WND-0014,2026-08-10 04:12:44.169646,Multan,39.03
WND-0014,2026-08-05 16:12:44.169646,Multan,19.36
WND-0014,2026-08-02 13:12:44.169646,Multan,19.74
WND-0014,2026-08-04 09:12:44.169646,Multan,39.31
WND-0014,2026-08-06 22:12:44.169646,Multan,0.0
WND-0014,2026-08-03 14:12:44.169646,Multan,22.17
WND-0014,2026-08-02 15:12:44.169646,Multan,0.37
WND-0014,2026-08-05 23:12:44.169646,Multan,16.35
WND-0014,2026-08-02 16:12:44.169646,Multan,0.0
WND-0014,2026-08-07 09:12:44.169646,Multan,1.48
WND-0014,2026-08-09 09:12:44.169646,Multan,27.16
WND-0014,2026-08-02 05:12:44.169646,Multan,0.0
WND-0014,2026-08-03 23:12:44.169646,Multan,0.0
WND-0014,2026-08-02 06:12:44.169646,Multan,7.42
WND-0014,2026-08-06 20:12:44.169646,Multan,0.0
WND-0014,2026-08-02 17:12:44.169646,Multan,0.0
